state_residence,district_residence,Date,new_case,negative_case,Failed_test,Total_test
MAHARASHTRA,NASHIK,2021-03-12,1117,1671,100,2888
MAHARASHTRA,NASHIK,2021-03-13,1413,1986,110,3509
MAHARASHTRA,NASHIK,2021-03-14,1169,1593,56,2818
MAHARASHTRA,NASHIK,2021-03-15,764,1179,137,2080
MAHARASHTRA,OSMANABAD,2021-03-11,78,249,2,329
MAHARASHTRA,OSMANABAD,2021-03-12,38,460,0,498
MAHARASHTRA,OSMANABAD,2021-03-13,57,286,0,343
MAHARASHTRA,OSMANABAD,2021-03-14,73,270,4,347
MAHARASHTRA,OSMANABAD,2021-03-15,70,639,5,714
MAHARASHTRA,PALGHAR,2021-03-11,83,633,3,719
MAHARASHTRA,PALGHAR,2021-03-12,99,757,3,859
MAHARASHTRA,PALGHAR,2021-03-13,121,791,7,919
MAHARASHTRA,PALGHAR,2021-03-14,89,329,1,419
MAHARASHTRA,PALGHAR,2021-03-15,130,953,10,1093
MAHARASHTRA,PARBHANI,2021-03-11,83,1506,2,1591
MAHARASHTRA,PARBHANI,2021-03-12,57,1161,0,1218
MAHARASHTRA,PARBHANI,2021-03-13,86,2209,3,2298
MAHARASHTRA,PARBHANI,2021-03-14,150,1341,2,1493
MAHARASHTRA,PARBHANI,2021-03-15,160,1926,0,2086
MAHARASHTRA,PUNE,2021-03-11,3433,7379,841,11653
MAHARASHTRA,PUNE,2021-03-12,3324,8964,871,13159
MAHARASHTRA,PUNE,2021-03-13,3724,8320,1403,13447
MAHARASHTRA,PUNE,2021-03-14,2575,6169,591,9335
MAHARASHTRA,PUNE,2021-03-15,3785,8697,873,13355
MAHARASHTRA,RAIGAD,2021-03-11,167,1389,5,1561
MAHARASHTRA,RAIGAD,2021-03-12,263,1470,18,1751
MAHARASHTRA,RAIGAD,2021-03-13,281,1573,1,1855
MAHARASHTRA,RAIGAD,2021-03-14,255,1224,4,1483
MAHARASHTRA,RAIGAD,2021-03-15,270,1914,3,2187
MAHARASHTRA,RATNAGIRI,2021-03-11,23,501,1,525
MAHARASHTRA,RATNAGIRI,2021-03-12,25,638,0,663
MAHARASHTRA,RATNAGIRI,2021-03-13,16,503,3,522
MAHARASHTRA,RATNAGIRI,2021-03-14,6,206,0,212
MAHARASHTRA,RATNAGIRI,2021-03-15,113,523,0,636
MAHARASHTRA,SANGLI,2021-03-11,39,712,16,767
MAHARASHTRA,SANGLI,2021-03-12,54,880,5,939
MAHARASHTRA,SANGLI,2021-03-13,42,591,17,650
MAHARASHTRA,SANGLI,2021-03-14,49,518,20,587
MAHARASHTRA,SANGLI,2021-03-15,71,537,11,619
MAHARASHTRA,SATARA,2021-03-11,160,3765,56,3981
MAHARASHTRA,SATARA,2021-03-12,113,2315,24,2452
MAHARASHTRA,SATARA,2021-03-13,151,1843,44,2038
MAHARASHTRA,SATARA,2021-03-14,155,1462,77,1694
MAHARASHTRA,SATARA,2021-03-15,142,908,18,1068
MAHARASHTRA,SINDHUDURG,2021-03-11,24,251,0,275
MAHARASHTRA,SINDHUDURG,2021-03-12,7,287,0,294
MAHARASHTRA,SINDHUDURG,2021-03-13,20,224,1,245
MAHARASHTRA,SINDHUDURG,2021-03-14,5,153,0,158
MAHARASHTRA,SINDHUDURG,2021-03-15,18,211,0,229
MAHARASHTRA,SOLAPUR,2021-03-11,165,2180,59,2404
MAHARASHTRA,SOLAPUR,2021-03-12,223,2467,95,2785
MAHARASHTRA,SOLAPUR,2021-03-13,224,2782,91,3097
MAHARASHTRA,SOLAPUR,2021-03-14,152,1702,25,1879
MAHARASHTRA,SOLAPUR,2021-03-15,329,1921,88,2338
MAHARASHTRA,THANE,2021-03-11,1364,7751,65,9180
MAHARASHTRA,THANE,2021-03-12,1293,7963,120,9376
MAHARASHTRA,THANE,2021-03-13,1462,8119,40,9621
MAHARASHTRA,THANE,2021-03-14,1156,5551,24,6731
MAHARASHTRA,THANE,2021-03-15,1542,6889,59,8490
MAHARASHTRA,WARDHA,2021-03-11,176,1199,2,1377
MAHARASHTRA,WARDHA,2021-03-12,309,2103,6,2418
MAHARASHTRA,WARDHA,2021-03-13,317,4335,0,4652
MAHARASHTRA,WARDHA,2021-03-14,354,4147,10,4511
MAHARASHTRA,WARDHA,2021-03-15,324,2601,2,2927
MAHARASHTRA,WASHIM,2021-03-11,181,1125,12,1318
MAHARASHTRA,WASHIM,2021-03-12,163,1059,14,1236
MAHARASHTRA,WASHIM,2021-03-13,135,964,8,1107
MAHARASHTRA,WASHIM,2021-03-14,187,1030,7,1224
MAHARASHTRA,WASHIM,2021-03-15,216,1572,6,1794
MAHARASHTRA,YAVATMAL,2021-03-11,467,1253,1,1721
MAHARASHTRA,YAVATMAL,2021-03-12,294,1157,2,1453
MAHARASHTRA,YAVATMAL,2021-03-13,268,1024,3,1295
MAHARASHTRA,YAVATMAL,2021-03-14,282,689,2,973
MAHARASHTRA,YAVATMAL,2021-03-15,454,1054,2,1510
MANIPUR,BISHNUPUR,2021-03-11,0,69,0,69
MANIPUR,BISHNUPUR,2021-03-12,0,63,0,63
MANIPUR,BISHNUPUR,2021-03-13,0,62,0,62
MANIPUR,BISHNUPUR,2021-03-14,0,21,0,21
MANIPUR,BISHNUPUR,2021-03-15,1,80,0,81
MANIPUR,CHANDEL,2021-03-11,0,14,0,14
MANIPUR,CHANDEL,2021-03-12,0,13,0,13
MANIPUR,CHANDEL,2021-03-13,1,13,0,14
MANIPUR,CHANDEL,2021-03-14,0,4,0,4
MANIPUR,CHANDEL,2021-03-15,0,11,0,11
MANIPUR,CHURACHANDPUR,2021-03-11,1,138,0,139
MANIPUR,CHURACHANDPUR,2021-03-12,0,165,0,165
MANIPUR,CHURACHANDPUR,2021-03-13,2,113,0,115
MANIPUR,CHURACHANDPUR,2021-03-14,1,58,0,59
MANIPUR,CHURACHANDPUR,2021-03-15,0,126,0,126
MANIPUR,IMPHAL EAST,2021-03-11,1,158,0,159
MANIPUR,IMPHAL EAST,2021-03-12,0,139,0,139
MANIPUR,IMPHAL EAST,2021-03-13,0,252,0,252
MANIPUR,IMPHAL EAST,2021-03-14,1,106,0,107
MANIPUR,IMPHAL EAST,2021-03-15,0,109,0,109
MANIPUR,IMPHAL WEST,2021-03-11,0,529,0,529
MANIPUR,IMPHAL WEST,2021-03-12,1,390,1,392
MANIPUR,IMPHAL WEST,2021-03-13,0,399,0,399
MANIPUR,IMPHAL WEST,2021-03-14,0,210,1,211
MANIPUR,IMPHAL WEST,2021-03-15,0,260,0,260
MANIPUR,JIRIBAM,2021-03-11,0,1,0,1
MANIPUR,KAKCHING,2021-03-11,0,73,0,73
MANIPUR,KAKCHING,2021-03-12,6,92,0,98
MANIPUR,KAKCHING,2021-03-13,7,78,0,85
MANIPUR,KAKCHING,2021-03-14,0,17,0,17
MANIPUR,KAKCHING,2021-03-15,0,39,0,39
MANIPUR,KAMJONG,2021-03-12,0,3,0,3
MANIPUR,KAMJONG,2021-03-13,0,1,0,1
MANIPUR,KAMJONG,2021-03-14,0,5,0,5
MANIPUR,KAMJONG,2021-03-15,0,4,0,4
MANIPUR,KANGPOKPI,2021-03-11,0,24,0,24
MANIPUR,KANGPOKPI,2021-03-12,0,22,0,22
MANIPUR,KANGPOKPI,2021-03-13,0,21,0,21
MANIPUR,KANGPOKPI,2021-03-14,0,14,0,14
MANIPUR,KANGPOKPI,2021-03-15,0,8,0,8
MANIPUR,NONEY,2021-03-11,0,4,0,4
MANIPUR,NONEY,2021-03-12,0,4,0,4
MANIPUR,NONEY,2021-03-13,0,3,0,3
MANIPUR,NONEY,2021-03-14,0,1,0,1
MANIPUR,NONEY,2021-03-15,0,4,0,4
MANIPUR,PHERZAWL,2021-03-11,0,45,0,45
MANIPUR,SENAPATI,2021-03-11,0,21,0,21
MANIPUR,SENAPATI,2021-03-12,0,11,0,11
MANIPUR,SENAPATI,2021-03-13,1,9,0,10
MANIPUR,SENAPATI,2021-03-14,0,8,0,8
MANIPUR,SENAPATI,2021-03-15,0,15,0,15
MANIPUR,TAMENGLONG,2021-03-11,1,53,0,54
MANIPUR,TAMENGLONG,2021-03-12,1,100,0,101
MANIPUR,TAMENGLONG,2021-03-13,0,19,0,19
MANIPUR,TAMENGLONG,2021-03-14,0,30,0,30
MANIPUR,TAMENGLONG,2021-03-15,0,87,0,87
MANIPUR,TENGNOUPAL,2021-03-11,0,5,0,5
MANIPUR,TENGNOUPAL,2021-03-12,0,5,0,5
MANIPUR,TENGNOUPAL,2021-03-13,0,4,0,4
MANIPUR,TENGNOUPAL,2021-03-14,0,2,0,2
MANIPUR,TENGNOUPAL,2021-03-15,0,2,0,2
MANIPUR,THOUBAL,2021-03-11,3,186,0,189
MANIPUR,THOUBAL,2021-03-12,10,146,0,156
MANIPUR,THOUBAL,2021-03-13,8,123,0,131
MANIPUR,THOUBAL,2021-03-14,13,132,0,145
MANIPUR,THOUBAL,2021-03-15,0,103,0,103
MANIPUR,UKHRUL,2021-03-11,0,65,0,65
MANIPUR,UKHRUL,2021-03-12,0,35,0,35
MANIPUR,UKHRUL,2021-03-13,0,15,0,15
MANIPUR,UKHRUL,2021-03-14,0,13,0,13
MANIPUR,UKHRUL,2021-03-15,0,91,0,91
MEGHALAYA,EAST GARO HILLS,2021-03-11,0,23,0,23
MEGHALAYA,EAST GARO HILLS,2021-03-12,0,24,0,24
MEGHALAYA,EAST GARO HILLS,2021-03-13,0,11,0,11
MEGHALAYA,EAST GARO HILLS,2021-03-14,0,2,0,2
MEGHALAYA,EAST GARO HILLS,2021-03-15,0,35,0,35
MEGHALAYA,EAST JAINTIA HILLS,2021-03-11,0,76,0,76
MEGHALAYA,EAST JAINTIA HILLS,2021-03-12,0,39,0,39
MEGHALAYA,EAST JAINTIA HILLS,2021-03-13,0,20,0,20
MEGHALAYA,EAST JAINTIA HILLS,2021-03-14,0,5,0,5
MEGHALAYA,EAST JAINTIA HILLS,2021-03-15,0,56,0,56
MEGHALAYA,EAST KHASI HILLS,2021-03-11,0,775,0,775
MEGHALAYA,EAST KHASI HILLS,2021-03-12,0,518,0,518
MEGHALAYA,EAST KHASI HILLS,2021-03-13,3,656,1,660
MEGHALAYA,EAST KHASI HILLS,2021-03-14,1,270,0,271
MEGHALAYA,EAST KHASI HILLS,2021-03-15,2,820,0,822
MEGHALAYA,NORTH GARO HILLS,2021-03-11,0,7,0,7
MEGHALAYA,NORTH GARO HILLS,2021-03-12,0,12,0,12
MEGHALAYA,NORTH GARO HILLS,2021-03-13,0,9,0,9
MEGHALAYA,NORTH GARO HILLS,2021-03-15,0,28,0,28
MEGHALAYA,RI BHOI,2021-03-11,0,159,0,159
MEGHALAYA,RI BHOI,2021-03-12,4,97,0,101
MEGHALAYA,RI BHOI,2021-03-13,0,38,0,38
MEGHALAYA,RI BHOI,2021-03-14,1,5,0,6
MEGHALAYA,RI BHOI,2021-03-15,0,45,0,45
MEGHALAYA,SOUTH GARO HILLS,2021-03-11,0,8,0,8
MEGHALAYA,SOUTH GARO HILLS,2021-03-12,0,7,0,7
MEGHALAYA,SOUTH GARO HILLS,2021-03-13,0,10,0,10
MEGHALAYA,SOUTH GARO HILLS,2021-03-15,0,4,0,4
MEGHALAYA,SOUTH WEST GARO HILLS,2021-03-11,0,25,0,25
MEGHALAYA,SOUTH WEST GARO HILLS,2021-03-12,0,21,0,21
MEGHALAYA,SOUTH WEST GARO HILLS,2021-03-13,0,14,0,14
MEGHALAYA,SOUTH WEST GARO HILLS,2021-03-15,0,24,0,24
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-03-11,0,9,0,9
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-03-12,0,29,0,29
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-03-13,0,3,0,3
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-03-15,0,6,0,6
MEGHALAYA,WEST GARO HILLS,2021-03-11,1,87,0,88
MEGHALAYA,WEST GARO HILLS,2021-03-12,0,153,0,153
MEGHALAYA,WEST GARO HILLS,2021-03-13,0,91,0,91
MEGHALAYA,WEST GARO HILLS,2021-03-15,0,49,0,49
MEGHALAYA,WEST JAINTIA HILLS,2021-03-11,0,73,0,73
MEGHALAYA,WEST JAINTIA HILLS,2021-03-12,0,40,0,40
MEGHALAYA,WEST JAINTIA HILLS,2021-03-13,0,43,0,43
MEGHALAYA,WEST JAINTIA HILLS,2021-03-14,0,44,0,44
MEGHALAYA,WEST JAINTIA HILLS,2021-03-15,1,57,0,58
MEGHALAYA,WEST KHASI HILLS,2021-03-11,0,51,0,51
MEGHALAYA,WEST KHASI HILLS,2021-03-12,0,32,0,32
MEGHALAYA,WEST KHASI HILLS,2021-03-13,0,40,0,40
MEGHALAYA,WEST KHASI HILLS,2021-03-14,0,3,0,3
MEGHALAYA,WEST KHASI HILLS,2021-03-15,0,61,0,61
MIZORAM,AIZAWL,2021-03-11,0,369,0,369
MIZORAM,AIZAWL,2021-03-12,0,280,0,280
MIZORAM,AIZAWL,2021-03-13,1,310,0,311
MIZORAM,AIZAWL,2021-03-14,0,83,0,83
MIZORAM,AIZAWL,2021-03-15,3,434,0,437
MIZORAM,CHAMPHAI,2021-03-11,1,6,0,7
MIZORAM,CHAMPHAI,2021-03-12,0,2,0,2
MIZORAM,CHAMPHAI,2021-03-13,0,6,0,6
MIZORAM,CHAMPHAI,2021-03-14,0,1,0,1
MIZORAM,CHAMPHAI,2021-03-15,0,59,0,59
MIZORAM,HNAHTHIAL,2021-03-12,0,2,0,2
MIZORAM,HNAHTHIAL,2021-03-15,0,2,0,2
MIZORAM,KHAWZAWL,2021-03-15,0,1,0,1
MIZORAM,KOLASIB,2021-03-11,0,30,0,30
MIZORAM,KOLASIB,2021-03-12,0,47,0,47
MIZORAM,KOLASIB,2021-03-13,0,127,0,127
MIZORAM,KOLASIB,2021-03-14,0,142,0,142
MIZORAM,KOLASIB,2021-03-15,0,6,0,6
MIZORAM,LAWNGTLAI,2021-03-11,0,17,0,17
MIZORAM,LAWNGTLAI,2021-03-12,0,7,0,7
MIZORAM,LAWNGTLAI,2021-03-15,0,5,0,5
MIZORAM,LUNGLEI,2021-03-11,0,5,0,5
MIZORAM,LUNGLEI,2021-03-12,0,4,0,4
MIZORAM,LUNGLEI,2021-03-13,0,1,0,1
MIZORAM,LUNGLEI,2021-03-15,0,22,0,22
MIZORAM,MAMIT,2021-03-11,0,80,0,80
MIZORAM,MAMIT,2021-03-12,0,20,0,20
MIZORAM,MAMIT,2021-03-13,0,54,0,54
MIZORAM,MAMIT,2021-03-14,0,4,0,4
MIZORAM,MAMIT,2021-03-15,0,48,0,48
MIZORAM,SAIHA,2021-03-11,0,1,0,1
MIZORAM,SAIHA,2021-03-12,0,10,0,10
MIZORAM,SAIHA,2021-03-14,1,8,0,9
MIZORAM,SAIHA,2021-03-15,0,1,0,1
MIZORAM,SAITUAL,2021-03-11,0,45,0,45
MIZORAM,SAITUAL,2021-03-12,0,28,0,28
MIZORAM,SAITUAL,2021-03-13,0,30,0,30
MIZORAM,SAITUAL,2021-03-15,0,15,0,15
MIZORAM,SERCHHIP,2021-03-11,0,5,0,5
MIZORAM,SERCHHIP,2021-03-12,0,6,0,6
MIZORAM,SERCHHIP,2021-03-13,0,1,0,1
MIZORAM,SERCHHIP,2021-03-15,0,8,0,8
NAGALAND,DIMAPUR,2021-03-11,1,251,0,252
NAGALAND,DIMAPUR,2021-03-12,18,52,0,70
NAGALAND,DIMAPUR,2021-03-13,47,88,0,135
NAGALAND,DIMAPUR,2021-03-14,0,12,0,12
NAGALAND,DIMAPUR,2021-03-15,0,295,0,295
NAGALAND,KIPHIRE,2021-03-11,0,6,0,6
NAGALAND,KIPHIRE,2021-03-15,0,2,0,2
NAGALAND,KOHIMA,2021-03-11,19,20,0,39
NAGALAND,KOHIMA,2021-03-12,23,15,0,38
NAGALAND,KOHIMA,2021-03-13,33,27,0,60
NAGALAND,KOHIMA,2021-03-14,0,4,0,4
NAGALAND,KOHIMA,2021-03-15,44,51,0,95
NAGALAND,LONGLENG,2021-03-11,0,3,0,3
NAGALAND,LONGLENG,2021-03-13,0,1,0,1
NAGALAND,LONGLENG,2021-03-14,0,1,0,1
NAGALAND,LONGLENG,2021-03-15,0,2,0,2
NAGALAND,MOKOKCHUNG,2021-03-11,1,15,0,16
NAGALAND,MOKOKCHUNG,2021-03-12,1,18,0,19
NAGALAND,MOKOKCHUNG,2021-03-13,0,21,0,21
NAGALAND,MOKOKCHUNG,2021-03-14,0,5,0,5
NAGALAND,MOKOKCHUNG,2021-03-15,0,16,0,16
NAGALAND,MON,2021-03-11,0,1,0,1
NAGALAND,MON,2021-03-12,0,1,0,1
NAGALAND,MON,2021-03-13,0,3,0,3
NAGALAND,MON,2021-03-15,0,26,0,26
NAGALAND,PEREN,2021-03-11,8,32,0,40
NAGALAND,PEREN,2021-03-12,5,2,0,7
NAGALAND,PEREN,2021-03-13,0,1,0,1
NAGALAND,PEREN,2021-03-15,0,3,0,3
NAGALAND,PHEK,2021-03-11,0,2,0,2
NAGALAND,PHEK,2021-03-12,0,1,0,1
NAGALAND,PHEK,2021-03-13,0,2,0,2
NAGALAND,PHEK,2021-03-15,0,7,0,7
NAGALAND,TUENSANG,2021-03-11,0,1,0,1
NAGALAND,TUENSANG,2021-03-15,0,5,0,5
NAGALAND,WOKHA,2021-03-11,0,3,0,3
NAGALAND,WOKHA,2021-03-12,0,1,0,1
NAGALAND,WOKHA,2021-03-15,0,2,0,2
NAGALAND,ZUNHEBOTO,2021-03-11,1,0,0,1
NAGALAND,ZUNHEBOTO,2021-03-13,0,2,0,2
NAGALAND,ZUNHEBOTO,2021-03-14,0,1,0,1
NAGALAND,ZUNHEBOTO,2021-03-15,0,7,0,7
ODISHA,ANUGUL,2021-03-11,3,484,0,487
ODISHA,ANUGUL,2021-03-12,6,548,0,554
ODISHA,ANUGUL,2021-03-13,1,522,0,523
ODISHA,ANUGUL,2021-03-14,5,309,0,314
ODISHA,ANUGUL,2021-03-15,3,543,0,546
ODISHA,BALANGIR,2021-03-11,2,805,3,810
ODISHA,BALANGIR,2021-03-12,2,877,1,880
ODISHA,BALANGIR,2021-03-13,0,766,0,766
ODISHA,BALANGIR,2021-03-14,3,679,2,684
ODISHA,BALANGIR,2021-03-15,7,802,2,811
ODISHA,BALESHWAR,2021-03-11,4,1100,0,1104
ODISHA,BALESHWAR,2021-03-12,11,1807,0,1818
ODISHA,BALESHWAR,2021-03-13,4,1805,0,1809
ODISHA,BALESHWAR,2021-03-14,6,1333,0,1339
ODISHA,BALESHWAR,2021-03-15,2,1698,1,1701
ODISHA,BARGARH,2021-03-11,3,376,0,379
ODISHA,BARGARH,2021-03-12,6,353,0,359
ODISHA,BARGARH,2021-03-13,11,378,0,389
ODISHA,BARGARH,2021-03-14,7,328,0,335
ODISHA,BARGARH,2021-03-15,10,454,0,464
ODISHA,BHADRAK,2021-03-11,0,305,0,305
ODISHA,BHADRAK,2021-03-12,0,493,0,493
ODISHA,BHADRAK,2021-03-13,1,465,0,466
ODISHA,BHADRAK,2021-03-14,0,239,0,239
ODISHA,BHADRAK,2021-03-15,0,456,1,457
ODISHA,BOUDH,2021-03-11,0,126,0,126
ODISHA,BOUDH,2021-03-12,0,227,0,227
ODISHA,BOUDH,2021-03-13,0,155,0,155
ODISHA,BOUDH,2021-03-14,0,209,0,209
ODISHA,BOUDH,2021-03-15,0,167,0,167
ODISHA,CUTTACK,2021-03-11,12,1091,1,1104
ODISHA,CUTTACK,2021-03-12,3,1868,1,1872
ODISHA,CUTTACK,2021-03-13,12,1602,5,1619
ODISHA,CUTTACK,2021-03-14,3,724,1,728
ODISHA,CUTTACK,2021-03-15,7,1981,2,1990
ODISHA,DEOGARH,2021-03-11,3,90,0,93
ODISHA,DEOGARH,2021-03-12,0,68,0,68
ODISHA,DEOGARH,2021-03-13,1,80,0,81
ODISHA,DEOGARH,2021-03-14,0,204,0,204
ODISHA,DEOGARH,2021-03-15,2,167,0,169
ODISHA,DHENKANAL,2021-03-11,0,639,3,642
ODISHA,DHENKANAL,2021-03-12,1,515,0,516
ODISHA,DHENKANAL,2021-03-13,1,314,0,315
ODISHA,DHENKANAL,2021-03-14,1,222,0,223
ODISHA,DHENKANAL,2021-03-15,0,616,0,616
ODISHA,GAJAPATI,2021-03-11,0,87,0,87
ODISHA,GAJAPATI,2021-03-12,3,396,1,400
ODISHA,GAJAPATI,2021-03-13,0,128,0,128
ODISHA,GAJAPATI,2021-03-14,0,234,1,235
ODISHA,GAJAPATI,2021-03-15,0,222,0,222
ODISHA,GANJAM,2021-03-11,0,1031,66,1097
ODISHA,GANJAM,2021-03-12,2,799,22,823
ODISHA,GANJAM,2021-03-13,7,1157,40,1204
ODISHA,GANJAM,2021-03-14,2,616,0,618
ODISHA,GANJAM,2021-03-15,4,825,15,844
ODISHA,JAGATSINGHAPUR,2021-03-11,0,287,0,287
ODISHA,JAGATSINGHAPUR,2021-03-12,1,465,0,466
ODISHA,JAGATSINGHAPUR,2021-03-13,1,570,0,571
ODISHA,JAGATSINGHAPUR,2021-03-14,0,232,0,232
ODISHA,JAGATSINGHAPUR,2021-03-15,3,846,1,850
ODISHA,JAJAPUR,2021-03-11,1,299,0,300
