state_residence,district_residence,Date,new_case,negative_case,Failed_test,Total_test
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-03-11,1,19,0,20
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-03-12,0,8,0,8
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-03-13,0,13,0,13
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-03-14,1,15,0,16
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2021-03-15,0,4,0,4
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-03-11,0,19,0,19
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-03-12,0,9,0,9
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-03-13,0,5,0,5
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-03-14,0,14,0,14
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2021-03-15,0,9,0,9
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-03-11,4,281,0,285
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-03-12,2,405,2,409
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-03-13,0,375,2,377
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-03-14,0,45,1,46
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2021-03-15,0,388,0,388
ANDHRA PRADESH,ANANTAPUR,2021-03-11,11,4501,0,4512
ANDHRA PRADESH,ANANTAPUR,2021-03-12,10,3527,2,3539
ANDHRA PRADESH,ANANTAPUR,2021-03-13,6,3245,1,3252
ANDHRA PRADESH,ANANTAPUR,2021-03-14,19,2526,0,2545
ANDHRA PRADESH,ANANTAPUR,2021-03-15,30,2171,1,2202
ANDHRA PRADESH,CHITTOOR,2021-03-11,85,3694,0,3779
ANDHRA PRADESH,CHITTOOR,2021-03-12,43,4026,0,4069
ANDHRA PRADESH,CHITTOOR,2021-03-13,92,3124,1,3217
ANDHRA PRADESH,CHITTOOR,2021-03-14,47,2231,0,2278
ANDHRA PRADESH,CHITTOOR,2021-03-15,58,4183,1,4242
ANDHRA PRADESH,EAST GODAVARI,2021-03-11,51,2295,0,2346
ANDHRA PRADESH,EAST GODAVARI,2021-03-12,25,962,0,987
ANDHRA PRADESH,EAST GODAVARI,2021-03-13,36,715,0,751
ANDHRA PRADESH,EAST GODAVARI,2021-03-14,30,6201,0,6231
ANDHRA PRADESH,EAST GODAVARI,2021-03-15,32,2961,1,2994
ANDHRA PRADESH,GUNTUR,2021-03-11,20,2880,0,2900
ANDHRA PRADESH,GUNTUR,2021-03-12,15,1043,1,1059
ANDHRA PRADESH,GUNTUR,2021-03-13,35,2136,0,2171
ANDHRA PRADESH,GUNTUR,2021-03-14,36,1720,1,1757
ANDHRA PRADESH,GUNTUR,2021-03-15,44,1529,0,1573
ANDHRA PRADESH,KRISHNA,2021-03-11,11,3836,0,3847
ANDHRA PRADESH,KRISHNA,2021-03-12,40,1802,1,1843
ANDHRA PRADESH,KRISHNA,2021-03-13,31,1842,0,1873
ANDHRA PRADESH,KRISHNA,2021-03-14,19,5532,0,5551
ANDHRA PRADESH,KRISHNA,2021-03-15,41,5987,0,6028
ANDHRA PRADESH,KURNOOL,2021-03-11,4,4268,0,4272
ANDHRA PRADESH,KURNOOL,2021-03-12,1,2072,0,2073
ANDHRA PRADESH,KURNOOL,2021-03-13,16,3452,0,3468
ANDHRA PRADESH,KURNOOL,2021-03-14,5,537,0,542
ANDHRA PRADESH,KURNOOL,2021-03-15,21,2579,1,2601
ANDHRA PRADESH,PRAKASAM,2021-03-11,2,6861,0,6863
ANDHRA PRADESH,PRAKASAM,2021-03-12,8,2803,0,2811
ANDHRA PRADESH,PRAKASAM,2021-03-13,14,4261,0,4275
ANDHRA PRADESH,PRAKASAM,2021-03-14,11,3607,0,3618
ANDHRA PRADESH,PRAKASAM,2021-03-15,8,2962,0,2970
ANDHRA PRADESH,SPSR NELLORE,2021-03-11,4,2215,0,2219
ANDHRA PRADESH,SPSR NELLORE,2021-03-12,8,4630,0,4638
ANDHRA PRADESH,SPSR NELLORE,2021-03-13,7,2693,0,2700
ANDHRA PRADESH,SPSR NELLORE,2021-03-14,9,2105,0,2114
ANDHRA PRADESH,SPSR NELLORE,2021-03-15,11,2247,0,2258
ANDHRA PRADESH,SRIKAKULAM,2021-03-11,10,3944,0,3954
ANDHRA PRADESH,SRIKAKULAM,2021-03-12,5,2321,0,2326
ANDHRA PRADESH,SRIKAKULAM,2021-03-13,9,3300,0,3309
ANDHRA PRADESH,SRIKAKULAM,2021-03-14,8,3121,0,3129
ANDHRA PRADESH,SRIKAKULAM,2021-03-15,7,9897,0,9904
ANDHRA PRADESH,VISAKHAPATANAM,2021-03-11,26,741,0,767
ANDHRA PRADESH,VISAKHAPATANAM,2021-03-12,41,2329,1,2371
ANDHRA PRADESH,VISAKHAPATANAM,2021-03-13,59,3723,0,3782
ANDHRA PRADESH,VISAKHAPATANAM,2021-03-14,24,609,0,633
ANDHRA PRADESH,VISAKHAPATANAM,2021-03-15,59,2304,0,2363
ANDHRA PRADESH,VIZIANAGARAM,2021-03-11,2,1501,0,1503
ANDHRA PRADESH,VIZIANAGARAM,2021-03-12,6,1433,0,1439
ANDHRA PRADESH,VIZIANAGARAM,2021-03-13,3,2124,0,2127
ANDHRA PRADESH,VIZIANAGARAM,2021-03-14,2,117,0,119
ANDHRA PRADESH,VIZIANAGARAM,2021-03-15,0,2068,0,2068
ANDHRA PRADESH,WEST GODAVARI,2021-03-11,10,1602,0,1612
ANDHRA PRADESH,WEST GODAVARI,2021-03-12,5,2610,0,2615
ANDHRA PRADESH,WEST GODAVARI,2021-03-13,10,629,0,639
ANDHRA PRADESH,WEST GODAVARI,2021-03-14,3,654,0,657
ANDHRA PRADESH,WEST GODAVARI,2021-03-15,3,2574,0,2577
ANDHRA PRADESH,Y.S.R.,2021-03-11,5,3695,0,3700
ANDHRA PRADESH,Y.S.R.,2021-03-12,7,2424,0,2431
ANDHRA PRADESH,Y.S.R.,2021-03-13,18,3970,1,3989
ANDHRA PRADESH,Y.S.R.,2021-03-14,11,3826,0,3837
ANDHRA PRADESH,Y.S.R.,2021-03-15,14,1621,0,1635
ARUNACHAL PRADESH,ANJAW,2021-03-11,0,11,0,11
ARUNACHAL PRADESH,ANJAW,2021-03-12,0,7,0,7
ARUNACHAL PRADESH,ANJAW,2021-03-13,0,6,0,6
ARUNACHAL PRADESH,ANJAW,2021-03-14,0,3,0,3
ARUNACHAL PRADESH,ANJAW,2021-03-15,0,14,0,14
ARUNACHAL PRADESH,CHANGLANG,2021-03-11,0,3,0,3
ARUNACHAL PRADESH,CHANGLANG,2021-03-12,0,1,0,1
ARUNACHAL PRADESH,CHANGLANG,2021-03-15,0,1,0,1
ARUNACHAL PRADESH,DIBANG VALLEY,2021-03-11,0,2,0,2
ARUNACHAL PRADESH,DIBANG VALLEY,2021-03-12,0,3,0,3
ARUNACHAL PRADESH,DIBANG VALLEY,2021-03-15,0,1,0,1
ARUNACHAL PRADESH,EAST KAMENG,2021-03-13,0,3,0,3
ARUNACHAL PRADESH,EAST SIANG,2021-03-11,0,25,0,25
ARUNACHAL PRADESH,EAST SIANG,2021-03-12,0,14,0,14
ARUNACHAL PRADESH,EAST SIANG,2021-03-13,0,11,0,11
ARUNACHAL PRADESH,EAST SIANG,2021-03-15,0,27,0,27
ARUNACHAL PRADESH,KAMLE,2021-03-11,0,2,0,2
ARUNACHAL PRADESH,KRA  DAADI,2021-03-14,0,1,0,1
ARUNACHAL PRADESH,KRA  DAADI,2021-03-15,0,1,0,1
ARUNACHAL PRADESH,KURUNG KUMEY,2021-03-12,0,3,0,3
ARUNACHAL PRADESH,KURUNG KUMEY,2021-03-15,0,1,0,1
ARUNACHAL PRADESH,LEPARADA,2021-03-11,15,0,0,15
ARUNACHAL PRADESH,LEPARADA,2021-03-12,6,0,0,6
ARUNACHAL PRADESH,LEPARADA,2021-03-13,1,0,0,1
ARUNACHAL PRADESH,LEPARADA,2021-03-14,3,0,0,3
ARUNACHAL PRADESH,LOHIT,2021-03-11,0,2,0,2
ARUNACHAL PRADESH,LOHIT,2021-03-12,0,4,0,4
ARUNACHAL PRADESH,LOHIT,2021-03-13,0,1,0,1
ARUNACHAL PRADESH,LOHIT,2021-03-15,0,1,0,1
ARUNACHAL PRADESH,LONGDING,2021-03-15,0,1,0,1
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2021-03-12,1,0,0,1
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2021-03-13,0,1,0,1
ARUNACHAL PRADESH,LOWER SIANG,2021-03-11,0,9,0,9
ARUNACHAL PRADESH,LOWER SIANG,2021-03-12,0,6,0,6
ARUNACHAL PRADESH,LOWER SIANG,2021-03-13,0,11,2,13
ARUNACHAL PRADESH,LOWER SIANG,2021-03-15,0,10,0,10
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-03-11,0,8,0,8
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-03-12,0,2,0,2
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-03-13,0,22,0,22
ARUNACHAL PRADESH,LOWER SUBANSIRI,2021-03-15,0,12,0,12
ARUNACHAL PRADESH,NAMSAI,2021-03-14,0,1,0,1
ARUNACHAL PRADESH,NAMSAI,2021-03-15,1,1,0,2
ARUNACHAL PRADESH,PAKKE KESSANG,2021-03-15,0,2,0,2
ARUNACHAL PRADESH,PAPUM PARE,2021-03-11,0,49,0,49
ARUNACHAL PRADESH,PAPUM PARE,2021-03-12,0,17,0,17
ARUNACHAL PRADESH,PAPUM PARE,2021-03-13,0,11,0,11
ARUNACHAL PRADESH,PAPUM PARE,2021-03-14,0,1,0,1
ARUNACHAL PRADESH,PAPUM PARE,2021-03-15,0,31,0,31
ARUNACHAL PRADESH,SHI YOMI,2021-03-15,0,1,0,1
ARUNACHAL PRADESH,SIANG,2021-03-13,0,1,0,1
ARUNACHAL PRADESH,SIANG,2021-03-15,0,3,0,3
ARUNACHAL PRADESH,TAWANG,2021-03-11,0,4,0,4
ARUNACHAL PRADESH,TAWANG,2021-03-12,0,2,0,2
ARUNACHAL PRADESH,TAWANG,2021-03-13,0,1,0,1
ARUNACHAL PRADESH,TAWANG,2021-03-15,0,3,0,3
ARUNACHAL PRADESH,TIRAP,2021-03-11,0,5,0,5
ARUNACHAL PRADESH,UPPER SUBANSIRI,2021-03-12,0,1,0,1
ARUNACHAL PRADESH,UPPER SUBANSIRI,2021-03-15,0,4,0,4
ARUNACHAL PRADESH,WEST KAMENG,2021-03-11,0,13,0,13
ARUNACHAL PRADESH,WEST KAMENG,2021-03-12,0,21,0,21
ARUNACHAL PRADESH,WEST KAMENG,2021-03-13,0,34,0,34
ARUNACHAL PRADESH,WEST KAMENG,2021-03-14,0,57,0,57
ARUNACHAL PRADESH,WEST KAMENG,2021-03-15,0,20,0,20
ARUNACHAL PRADESH,WEST SIANG,2021-03-11,0,1,0,1
ARUNACHAL PRADESH,WEST SIANG,2021-03-14,0,1,0,1
ARUNACHAL PRADESH,WEST SIANG,2021-03-15,0,1,0,1
ASSAM,BAKSA,2021-03-11,0,38,0,38
ASSAM,BAKSA,2021-03-12,0,49,0,49
ASSAM,BAKSA,2021-03-13,0,46,0,46
ASSAM,BAKSA,2021-03-14,0,2,0,2
ASSAM,BAKSA,2021-03-15,1,37,0,38
ASSAM,BARPETA,2021-03-11,0,131,0,131
ASSAM,BARPETA,2021-03-12,0,124,0,124
ASSAM,BARPETA,2021-03-13,0,145,0,145
ASSAM,BARPETA,2021-03-14,0,14,0,14
ASSAM,BARPETA,2021-03-15,0,177,0,177
ASSAM,BISWANATH,2021-03-11,0,16,0,16
ASSAM,BISWANATH,2021-03-12,0,16,0,16
ASSAM,BISWANATH,2021-03-13,0,43,0,43
ASSAM,BISWANATH,2021-03-14,0,56,0,56
ASSAM,BISWANATH,2021-03-15,0,15,0,15
ASSAM,BONGAIGAON,2021-03-11,0,110,0,110
ASSAM,BONGAIGAON,2021-03-12,1,207,0,208
ASSAM,BONGAIGAON,2021-03-13,2,212,0,214
ASSAM,BONGAIGAON,2021-03-14,0,41,0,41
ASSAM,BONGAIGAON,2021-03-15,1,223,0,224
ASSAM,CACHAR,2021-03-11,1,137,4,142
ASSAM,CACHAR,2021-03-12,1,131,14,146
ASSAM,CACHAR,2021-03-13,2,123,13,138
ASSAM,CACHAR,2021-03-14,3,81,0,84
ASSAM,CACHAR,2021-03-15,0,152,9,161
ASSAM,CHARAIDEO,2021-03-11,0,92,0,92
ASSAM,CHARAIDEO,2021-03-12,0,142,0,142
ASSAM,CHARAIDEO,2021-03-13,0,78,0,78
ASSAM,CHARAIDEO,2021-03-14,0,22,0,22
ASSAM,CHARAIDEO,2021-03-15,0,103,0,103
ASSAM,CHIRANG,2021-03-11,0,67,0,67
ASSAM,CHIRANG,2021-03-12,0,14,0,14
ASSAM,CHIRANG,2021-03-13,0,20,0,20
ASSAM,CHIRANG,2021-03-14,0,3,0,3
ASSAM,CHIRANG,2021-03-15,0,114,0,114
ASSAM,DARRANG,2021-03-11,1,268,0,269
ASSAM,DARRANG,2021-03-12,0,351,0,351
ASSAM,DARRANG,2021-03-13,0,302,0,302
ASSAM,DARRANG,2021-03-14,0,123,0,123
ASSAM,DARRANG,2021-03-15,0,447,0,447
ASSAM,DHEMAJI,2021-03-11,0,47,0,47
ASSAM,DHEMAJI,2021-03-12,0,9,0,9
ASSAM,DHEMAJI,2021-03-13,0,16,0,16
ASSAM,DHEMAJI,2021-03-14,0,13,0,13
ASSAM,DHEMAJI,2021-03-15,0,26,0,26
ASSAM,DHUBRI,2021-03-11,0,164,0,164
ASSAM,DHUBRI,2021-03-12,0,151,0,151
ASSAM,DHUBRI,2021-03-13,0,210,0,210
ASSAM,DHUBRI,2021-03-14,0,35,0,35
ASSAM,DHUBRI,2021-03-15,0,280,0,280
ASSAM,DIBRUGARH,2021-03-11,3,197,0,200
ASSAM,DIBRUGARH,2021-03-12,3,181,1,185
ASSAM,DIBRUGARH,2021-03-13,0,165,0,165
ASSAM,DIBRUGARH,2021-03-14,0,55,0,55
ASSAM,DIBRUGARH,2021-03-15,1,248,0,249
ASSAM,DIMA HASAO,2021-03-11,0,16,0,16
ASSAM,DIMA HASAO,2021-03-12,0,84,0,84
ASSAM,DIMA HASAO,2021-03-13,0,27,0,27
ASSAM,DIMA HASAO,2021-03-14,0,8,0,8
ASSAM,DIMA HASAO,2021-03-15,0,18,0,18
ASSAM,GOALPARA,2021-03-11,0,217,0,217
ASSAM,GOALPARA,2021-03-12,1,269,0,270
ASSAM,GOALPARA,2021-03-13,0,375,0,375
ASSAM,GOALPARA,2021-03-14,1,55,0,56
ASSAM,GOALPARA,2021-03-15,0,205,0,205
ASSAM,GOLAGHAT,2021-03-11,0,120,0,120
ASSAM,GOLAGHAT,2021-03-12,0,58,0,58
ASSAM,GOLAGHAT,2021-03-13,1,177,0,178
ASSAM,GOLAGHAT,2021-03-14,0,28,0,28
ASSAM,GOLAGHAT,2021-03-15,1,146,0,147
ASSAM,HAILAKANDI,2021-03-11,0,223,0,223
ASSAM,HAILAKANDI,2021-03-12,0,375,4,379
ASSAM,HAILAKANDI,2021-03-13,0,315,42,357
ASSAM,HAILAKANDI,2021-03-14,1,41,0,42
ASSAM,HAILAKANDI,2021-03-15,0,367,0,367
ASSAM,HOJAI,2021-03-11,0,127,0,127
ASSAM,HOJAI,2021-03-12,0,132,0,132
ASSAM,HOJAI,2021-03-13,0,101,0,101
ASSAM,HOJAI,2021-03-14,0,16,0,16
ASSAM,HOJAI,2021-03-15,0,126,0,126
ASSAM,JORHAT,2021-03-11,2,264,0,266
ASSAM,JORHAT,2021-03-12,1,244,0,245
ASSAM,JORHAT,2021-03-13,1,139,1,141
ASSAM,JORHAT,2021-03-14,0,54,0,54
ASSAM,JORHAT,2021-03-15,7,249,0,256
ASSAM,KAMRUP,2021-03-11,2,435,0,437
ASSAM,KAMRUP,2021-03-12,0,691,0,691
ASSAM,KAMRUP,2021-03-13,0,487,2,489
ASSAM,KAMRUP,2021-03-14,0,94,1,95
ASSAM,KAMRUP,2021-03-15,0,655,1,656
ASSAM,KAMRUP METRO,2021-03-11,5,1349,0,1354
ASSAM,KAMRUP METRO,2021-03-12,3,1630,0,1633
ASSAM,KAMRUP METRO,2021-03-13,9,1418,0,1427
ASSAM,KAMRUP METRO,2021-03-14,8,1222,0,1230
ASSAM,KAMRUP METRO,2021-03-15,13,1682,1,1696
ASSAM,KARBI ANGLONG,2021-03-11,0,8,0,8
ASSAM,KARBI ANGLONG,2021-03-12,0,10,0,10
ASSAM,KARBI ANGLONG,2021-03-13,0,25,0,25
ASSAM,KARBI ANGLONG,2021-03-14,0,7,0,7
ASSAM,KARBI ANGLONG,2021-03-15,0,21,0,21
ASSAM,KARIMGANJ,2021-03-11,0,116,0,116
ASSAM,KARIMGANJ,2021-03-12,0,109,3,112
ASSAM,KARIMGANJ,2021-03-13,0,122,0,122
ASSAM,KARIMGANJ,2021-03-14,0,90,0,90
ASSAM,KARIMGANJ,2021-03-15,0,185,0,185
ASSAM,KOKRAJHAR,2021-03-11,1,5,0,6
ASSAM,KOKRAJHAR,2021-03-12,0,64,0,64
ASSAM,KOKRAJHAR,2021-03-13,0,23,0,23
ASSAM,KOKRAJHAR,2021-03-14,0,10,0,10
ASSAM,KOKRAJHAR,2021-03-15,0,26,0,26
ASSAM,LAKHIMPUR,2021-03-11,0,174,0,174
ASSAM,LAKHIMPUR,2021-03-12,0,198,0,198
ASSAM,LAKHIMPUR,2021-03-13,0,173,0,173
ASSAM,LAKHIMPUR,2021-03-14,0,54,0,54
ASSAM,LAKHIMPUR,2021-03-15,0,281,0,281
ASSAM,MAJULI,2021-03-11,0,10,0,10
ASSAM,MAJULI,2021-03-12,0,9,0,9
ASSAM,MAJULI,2021-03-13,0,7,0,7
ASSAM,MAJULI,2021-03-14,0,3,0,3
ASSAM,MAJULI,2021-03-15,0,7,0,7
ASSAM,MARIGAON,2021-03-11,0,158,0,158
ASSAM,MARIGAON,2021-03-12,0,85,0,85
ASSAM,MARIGAON,2021-03-13,0,137,0,137
ASSAM,MARIGAON,2021-03-14,0,43,0,43
ASSAM,MARIGAON,2021-03-15,0,173,0,173
ASSAM,NAGAON,2021-03-11,0,180,0,180
ASSAM,NAGAON,2021-03-12,2,213,0,215
ASSAM,NAGAON,2021-03-13,4,270,0,274
ASSAM,NAGAON,2021-03-14,0,94,0,94
ASSAM,NAGAON,2021-03-15,4,256,0,260
ASSAM,NALBARI,2021-03-11,0,27,0,27
ASSAM,NALBARI,2021-03-12,0,36,1,37
ASSAM,NALBARI,2021-03-13,0,61,0,61
ASSAM,NALBARI,2021-03-14,0,8,0,8
ASSAM,NALBARI,2021-03-15,0,71,0,71
ASSAM,SIVASAGAR,2021-03-11,1,146,0,147
ASSAM,SIVASAGAR,2021-03-12,0,34,0,34
ASSAM,SIVASAGAR,2021-03-13,0,134,0,134
ASSAM,SIVASAGAR,2021-03-14,0,13,0,13
ASSAM,SIVASAGAR,2021-03-15,0,181,0,181
ASSAM,SONITPUR,2021-03-11,3,142,0,145
ASSAM,SONITPUR,2021-03-12,1,110,0,111
ASSAM,SONITPUR,2021-03-13,0,123,0,123
ASSAM,SONITPUR,2021-03-14,0,13,0,13
ASSAM,SONITPUR,2021-03-15,0,152,0,152
ASSAM,SOUTH SALMARA MANCACHAR,2021-03-11,0,26,0,26
ASSAM,SOUTH SALMARA MANCACHAR,2021-03-12,0,22,0,22
ASSAM,SOUTH SALMARA MANCACHAR,2021-03-13,0,23,0,23
ASSAM,SOUTH SALMARA MANCACHAR,2021-03-14,0,5,0,5
ASSAM,SOUTH SALMARA MANCACHAR,2021-03-15,0,15,0,15
ASSAM,TINSUKIA,2021-03-11,8,247,2,257
ASSAM,TINSUKIA,2021-03-12,2,212,5,219
ASSAM,TINSUKIA,2021-03-13,0,172,0,172
ASSAM,TINSUKIA,2021-03-14,2,89,0,91
ASSAM,TINSUKIA,2021-03-15,1,283,0,284
ASSAM,UDALGURI,2021-03-11,0,7,0,7
ASSAM,UDALGURI,2021-03-12,0,22,0,22
ASSAM,UDALGURI,2021-03-13,0,7,0,7
ASSAM,UDALGURI,2021-03-14,0,2,0,2
ASSAM,UDALGURI,2021-03-15,0,8,0,8
ASSAM,WEST KARBI ANGLONG,2021-03-11,0,8,0,8
ASSAM,WEST KARBI ANGLONG,2021-03-12,0,9,0,9
ASSAM,WEST KARBI ANGLONG,2021-03-13,0,1,0,1
ASSAM,WEST KARBI ANGLONG,2021-03-15,0,2,0,2
BIHAR,ARARIA,2021-03-11,0,439,0,439
BIHAR,ARARIA,2021-03-12,0,471,0,471
BIHAR,ARARIA,2021-03-13,0,605,0,605
BIHAR,ARARIA,2021-03-14,0,3,0,3
BIHAR,ARARIA,2021-03-15,0,176,0,176
BIHAR,ARWAL,2021-03-11,0,510,0,510
BIHAR,ARWAL,2021-03-12,0,705,1,706
BIHAR,ARWAL,2021-03-13,0,300,15,315
BIHAR,ARWAL,2021-03-14,0,150,0,150
BIHAR,ARWAL,2021-03-15,0,344,0,344
BIHAR,AURANGABAD,2021-03-11,1,979,0,980
BIHAR,AURANGABAD,2021-03-12,0,753,0,753
BIHAR,AURANGABAD,2021-03-13,0,522,0,522
BIHAR,AURANGABAD,2021-03-14,1,582,0,583
BIHAR,AURANGABAD,2021-03-15,1,383,5,389
BIHAR,BANKA,2021-03-11,2,404,68,474
BIHAR,BANKA,2021-03-12,0,590,0,590
BIHAR,BANKA,2021-03-13,0,474,0,474
BIHAR,BANKA,2021-03-14,0,573,0,573
BIHAR,BANKA,2021-03-15,0,689,11,700
BIHAR,BEGUSARAI,2021-03-11,0,431,0,431
BIHAR,BEGUSARAI,2021-03-12,1,741,0,742
BIHAR,BEGUSARAI,2021-03-13,5,773,0,778
BIHAR,BEGUSARAI,2021-03-14,0,565,0,565
BIHAR,BEGUSARAI,2021-03-15,0,816,0,816
BIHAR,BHAGALPUR,2021-03-11,4,1150,50,1204
BIHAR,BHAGALPUR,2021-03-12,0,127,2,129
BIHAR,BHAGALPUR,2021-03-13,0,596,0,596
BIHAR,BHAGALPUR,2021-03-14,1,664,4,669
BIHAR,BHAGALPUR,2021-03-15,9,747,22,778
BIHAR,BHOJPUR,2021-03-11,1,1178,0,1179
BIHAR,BHOJPUR,2021-03-12,0,996,19,1015
BIHAR,BHOJPUR,2021-03-13,2,833,678,1513
BIHAR,BHOJPUR,2021-03-14,2,342,0,344
BIHAR,BHOJPUR,2021-03-15,2,724,0,726
BIHAR,BUXAR,2021-03-11,2,902,0,904
BIHAR,BUXAR,2021-03-12,1,424,0,425
BIHAR,BUXAR,2021-03-13,1,695,60,756
BIHAR,BUXAR,2021-03-14,0,21,1,22
BIHAR,BUXAR,2021-03-15,0,763,1,764
BIHAR,DARBHANGA,2021-03-11,1,123,0,124
BIHAR,DARBHANGA,2021-03-12,4,556,0,560
BIHAR,DARBHANGA,2021-03-13,4,533,2,539
BIHAR,DARBHANGA,2021-03-14,2,459,0,461
BIHAR,DARBHANGA,2021-03-15,2,735,2,739
BIHAR,GAYA,2021-03-11,3,1181,6,1190
BIHAR,GAYA,2021-03-12,0,1284,2,1286
BIHAR,GAYA,2021-03-13,3,895,0,898
BIHAR,GAYA,2021-03-14,1,1187,2,1190
BIHAR,GAYA,2021-03-15,5,3587,10,3602
BIHAR,GOPALGANJ,2021-03-11,2,1081,1,1084
BIHAR,GOPALGANJ,2021-03-12,1,1091,4,1096
BIHAR,GOPALGANJ,2021-03-13,0,836,21,857
BIHAR,GOPALGANJ,2021-03-14,0,940,3,943
BIHAR,GOPALGANJ,2021-03-15,2,684,6,692
BIHAR,JAMUI,2021-03-11,1,608,0,609
BIHAR,JAMUI,2021-03-12,0,988,2,990
BIHAR,JAMUI,2021-03-13,0,884,0,884
BIHAR,JAMUI,2021-03-14,0,637,0,637
BIHAR,JAMUI,2021-03-15,0,1304,0,1304
BIHAR,JEHANABAD,2021-03-11,0,173,0,173
BIHAR,JEHANABAD,2021-03-12,0,247,0,247
BIHAR,JEHANABAD,2021-03-13,0,420,0,420
BIHAR,JEHANABAD,2021-03-14,0,381,0,381
BIHAR,JEHANABAD,2021-03-15,0,298,1,299
BIHAR,KAIMUR (BHABUA),2021-03-11,0,1513,0,1513
BIHAR,KAIMUR (BHABUA),2021-03-12,0,349,0,349
BIHAR,KAIMUR (BHABUA),2021-03-13,2,999,1,1002
BIHAR,KAIMUR (BHABUA),2021-03-14,0,649,0,649
BIHAR,KAIMUR (BHABUA),2021-03-15,0,661,0,661
BIHAR,KATIHAR,2021-03-11,0,589,0,589
BIHAR,KATIHAR,2021-03-12,0,199,0,199
BIHAR,KATIHAR,2021-03-13,0,2250,0,2250
BIHAR,KATIHAR,2021-03-14,0,1617,0,1617
BIHAR,KATIHAR,2021-03-15,1,1271,0,1272
BIHAR,KHAGARIA,2021-03-11,0,100,0,100
BIHAR,KHAGARIA,2021-03-12,0,151,1,152
BIHAR,KHAGARIA,2021-03-13,0,543,0,543
BIHAR,KHAGARIA,2021-03-14,0,84,0,84
BIHAR,KHAGARIA,2021-03-15,0,180,0,180
BIHAR,KISHANGANJ,2021-03-11,0,88,0,88
BIHAR,KISHANGANJ,2021-03-12,0,327,1,328
BIHAR,KISHANGANJ,2021-03-13,1,169,0,170
BIHAR,KISHANGANJ,2021-03-14,0,154,0,154
BIHAR,KISHANGANJ,2021-03-15,3,311,0,314
BIHAR,LAKHISARAI,2021-03-11,0,378,0,378
BIHAR,LAKHISARAI,2021-03-12,0,85,0,85
BIHAR,LAKHISARAI,2021-03-13,0,166,0,166
BIHAR,LAKHISARAI,2021-03-14,0,22,0,22
BIHAR,LAKHISARAI,2021-03-15,0,86,0,86
BIHAR,MADHEPURA,2021-03-11,2,968,0,970
BIHAR,MADHEPURA,2021-03-12,0,1068,0,1068
BIHAR,MADHEPURA,2021-03-13,8,2043,2,2053
BIHAR,MADHEPURA,2021-03-14,2,2451,0,2453
BIHAR,MADHEPURA,2021-03-15,0,1144,0,1144
BIHAR,MADHUBANI,2021-03-11,4,658,2,664
BIHAR,MADHUBANI,2021-03-12,2,425,0,427
BIHAR,MADHUBANI,2021-03-13,10,663,2,675
BIHAR,MADHUBANI,2021-03-14,2,423,1,426
BIHAR,MADHUBANI,2021-03-15,3,1032,6,1041
BIHAR,MUNGER,2021-03-11,1,403,0,404
BIHAR,MUNGER,2021-03-12,2,636,5,643
BIHAR,MUNGER,2021-03-13,2,404,1,407
BIHAR,MUNGER,2021-03-14,2,281,0,283
BIHAR,MUNGER,2021-03-15,2,550,0,552
BIHAR,MUZAFFARPUR,2021-03-11,0,1076,0,1076
BIHAR,MUZAFFARPUR,2021-03-12,3,1184,0,1187
BIHAR,MUZAFFARPUR,2021-03-13,1,1467,0,1468
BIHAR,MUZAFFARPUR,2021-03-14,0,953,1,954
BIHAR,MUZAFFARPUR,2021-03-15,1,1174,0,1175
BIHAR,NALANDA,2021-03-11,0,837,0,837
BIHAR,NALANDA,2021-03-12,0,1970,1,1971
BIHAR,NALANDA,2021-03-13,0,1750,1,1751
BIHAR,NALANDA,2021-03-14,0,479,3,482
BIHAR,NALANDA,2021-03-15,3,1330,4,1337
BIHAR,NAWADA,2021-03-11,0,251,0,251
BIHAR,NAWADA,2021-03-12,0,578,117,695
BIHAR,NAWADA,2021-03-13,0,982,0,982
BIHAR,NAWADA,2021-03-14,0,262,0,262
